"id","period","stage","possession","run_type","minute","min_speed","max_speed","distance","player_appearance_id"
1324585,"half_1","middle",3753,"sprint",17,"6.96","7.62","396.4644",65601
1324586,"half_1","bottom",3753,"hsr",17,"5.37","6.92","147.4316",65601
1324587,"half_1","bottom",3753,"hsr",17,"5.38","6.89","147.0956",65601
1324588,"half_1","middle",3753,"hsr",17,"5.4","6.92","197.5572",65601
1324589,"half_1","top",3753,"hsr",17,"5.39","6.91","183.7816",65601
1324590,"half_1","top",3753,"hsr",19,"5.44","5.61","187.7412",65601
1324591,"half_1","middle",3753,"hsr",20,"5.39","5.96","268.3008",65601
1324592,"half_1","top",3752,"hsr",20,"5.49","5.71","121.9236",65601
1324593,"half_1","middle",3753,"sprint",24,"7.05","8.79","443.5632",65601
1324594,"half_1","top",3753,"hsr",22,"5.51","6.57","292.72520000000003",65601
1324595,"half_1","top",3753,"hsr",25,"5.43","6.63","516.7496",65601
1324596,"half_1","middle",3753,"hsr",26,"5.44","5.63","154.5092",65601
1324597,"half_1","top",3752,"hsr",27,"5.55","6.01","154.158",65601
1324598,"half_1","top",3752,"sprint",32,"6.93","7.51","318.8384",65601
1324599,"half_1","top",3752,"sprint",32,"6.96","7.17","182.9548",65601
1324600,"half_1","bottom",3753,"sprint",34,"6.76","7.97","152.4408",65601
1324601,"half_1","top",3753,"sprint",34,"7.02","8.14","320.52360000000004",65601
1324602,"half_1","middle",3753,"sprint",35,"6.98","9.6","1087.9936",65601
1324603,"half_1","top",3752,"hsr",32,"5.43","6.89","284.88759999999996",65601
1324604,"half_1","top",3752,"hsr",32,"5.44","6.93","211.74",65601
1324605,"half_1","top",3752,"hsr",32,"5.46","6.96","156.4352",65601
1324606,"half_1","middle",3753,"sprint",40,"6.95","8.22","872.5788",65601
1324607,"half_1","middle",3752,"hsr",39,"5.44","5.87","215.31519999999998",65601
1324608,"half_1","top",3753,"hsr",39,"5.45","5.91","268.08639999999997",65601
1324609,"half_1","top",3753,"hsr",40,"5.42","6.91","191.7948",65601
1324610,"half_1","top",3753,"hsr",46,"5.4","5.82","116.42559999999999",65601
1324611,"half_1","top",3753,"hsr",47,"5.43","5.83","486.89680000000004",65601
1324612,"half_2","top",3752,"hsr",1,"5.51","6.04","213.50840000000002",65601
1324613,"half_2","top",3752,"hsr",2,"5.48","6.22","276.648",65601
1324614,"half_2","top",3753,"hsr",3,"5.46","6.31","242.4224",65601
1324615,"half_2","middle",3753,"hsr",3,"5.47","6.14","233.124",65601
1324616,"half_2","middle",3752,"hsr",8,"5.43","6.23","367.14200000000005",65601
1324617,"half_2","middle",3752,"hsr",11,"5.5","6.24","204.9632",65601
1324618,"half_2","top",3752,"hsr",23,"5.41","6.48","325.844",65601
1324619,"half_2","top",3752,"hsr",23,"5.42","6.04","323.8968",65601
1324620,"half_2","top",3752,"sprint",29,"6.94","7.17","175.6564",65601
1324621,"half_2","middle",3753,"hsr",29,"5.56","6.91","902.9036",65601
1324622,"half_2","top",3752,"hsr",30,"5.49","6.97","137.6824",65601
1324623,"half_2","middle",3752,"hsr",31,"5.5","6.65","257.24399999999997",65601
1324624,"half_2","middle",3753,"hsr",32,"5.41","5.56","164.49639999999997",65601
730857,"half_2","middle",2397,"sprint",37,"5.51","9.67","38.4449009009009",41880
730858,"half_2","top",2396,"hsr",37,"5.51","5.74","6.339586206896552",41880
730859,"half_2","bottom",2396,"hsr",38,"5.52","6.88","16.854232835820895",41880
730860,"half_2","top",2397,"sprint",39,"5.56","8.78","34.9676",41880
730861,"half_2","top",2396,"sprint",43,"5.58","7.67","18.14218709677419",41880
730862,"half_2","middle",2397,"hsr",43,"4.09","6.23","9.10168205128205",41880
730863,"half_2","middle",2396,"hsr",43,"5.51","6.99","12.7398",41880
730864,"half_2","middle",2397,"hsr",44,"5.51","5.57","4.879791304347826",41880
705112,"half_2","middle",2347,"hsr",37,"4.09","6.94","3.783375",40831
705107,"half_2","middle",2346,"hsr",28,"5.56","6.98","5.280163636363636",40831
705108,"half_2","middle",2346,"sprint",28,"7.01","7.93","29.661983999999997",40831
705109,"half_2","bottom",2346,"hsr",28,"5.51","7","12.98078431372549",40831
705110,"half_2","bottom",2346,"hsr",30,"5.52","6.17","8.068297142857144",40831
705111,"half_2","bottom",2346,"hsr",34,"4.1","6.58","20.674114285714282",40831
705113,"half_2","middle",2347,"sprint",37,"7.01","7.63","10.977315789473682",40831
705114,"half_2","top",2346,"hsr",38,"4.11","7.97","12.792293877551021",40831
705115,"half_2","top",2346,"sprint",38,"7.02","7.91","20.05533134328358",40831
705116,"half_2","middle",2346,"hsr",38,"5.55","6.18","8.579675675675675",40831
705117,"half_2","bottom",2346,"hsr",40,"4.17","7.05","10.423414634146344",40831
705118,"half_2","middle",2347,"hsr",42,"5.51","5.78","9.542009302325578",40831
705119,"half_2","bottom",2346,"hsr",44,"4.12","7.24","15.183620689655172",40831
705120,"half_2","bottom",2346,"sprint",44,"7.03","7.24","5.733333333333333",40831
705121,"half_2","middle",2347,"hsr",45,"5.52","6.05","14.77665",40831
705122,"half_2","top",2346,"hsr",45,"4.04","7.13","15.5111",40831
705123,"half_2","bottom",2346,"hsr",50,"5.53","5.92","7.1617750000000004",40831
705124,"half_2","bottom",2347,"hsr",51,"5.52","5.76","7.033899999999999",40831
713677,"half_2","top",2366,"hsr",30,"4.06","6.08","9.177869999999999",41254
713678,"half_2","middle",2366,"hsr",31,"4.02","7.2","15.361152542372883",41254
713679,"half_2","top",2366,"hsr",37,"4.01","5.88","5.519616",41254
713680,"half_2","middle",2366,"hsr",40,"5.51","5.66","7.401705882352941",41254
713681,"half_2","middle",2367,"hsr",42,"5.51","5.93","7.171849999999999",41254
713682,"half_2","top",2367,"hsr",44,"5.56","7.24","9.768923076923079",41254
713683,"half_2","middle",2366,"hsr",48,"4.01","6.72","18.892105263157895",41254
681700,"half_1","top",2298,"hsr",11,"5.51","5.84","6.642546666666667",39762
681721,"half_1","top",2299,"hsr",45,"5.51","5.62","5.356416",39762
681698,"half_1","middle",2299,"hsr",8,"4.03","5.83","5.718461538461539",39762
681699,"half_1","bottom",2298,"hsr",14,"5.59","6.99","5.0765714285714285",39762
681694,"half_1","top",2299,"hsr",3,"5.51","6.86","22.547868131868135",39762
681695,"half_1","middle",2298,"hsr",4,"4.05","6.66","16.50236417910448",39762
681696,"half_1","top",2298,"hsr",6,"4.07","6.82","18.426476712328768",39762
681697,"half_1","middle",2298,"hsr",6,"5.54","6.6","16.477540298507463",39762
681701,"half_1","bottom",2298,"hsr",12,"5.51","6.69","16.990539130434783",39762
681730,"half_2","top",2298,"hsr",16,"4.1","5.97","8.13711111111111",39762
681702,"half_1","middle",2298,"sprint",14,"5.54","7.79","16.8652350877193",39762
681703,"half_1","middle",2299,"hsr",18,"4.08","6","9.569009523809525",39762
681704,"half_1","middle",2298,"hsr",19,"4.06","5.92","6.018518518518518",39762
681705,"half_1","bottom",2298,"hsr",19,"5.51","5.79","21.14701276595744",39762
681706,"half_1","bottom",2299,"hsr",23,"5.51","5.79","10.24708695652174",39762
681722,"half_1","top",2299,"hsr",45,"5.51","6","8.837046153846154",39762
681707,"half_1","middle",2298,"hsr",24,"4.08","6.01","8.883035897435898",39762
681708,"half_1","middle",2299,"hsr",30,"5.51","5.95","21.1939",39762
681709,"half_1","middle",2299,"hsr",33,"5.51","5.6","5.5661538461538465",39762
681710,"half_1","top",2299,"sprint",35,"5.57","7.64","11.274112820512821",39762
681711,"half_1","middle",2298,"hsr",35,"5.51","5.78","15.171558823529413",39762
681712,"half_1","middle",2298,"hsr",36,"5.51","6.24","19.304078048780482",39762
681729,"half_2","middle",2298,"hsr",10,"5.51","5.84","14.00441935483871",39762
681738,"half_2","bottom",2298,"hsr",34,"5.53","6.06","10.322986666666665",39762
681713,"half_1","middle",2298,"hsr",38,"5.52","6.15","17.80815789473684",39762
681714,"half_1","top",2298,"hsr",41,"5.51","5.69","5.853274074074075",39762
681715,"half_1","bottom",2298,"sprint",41,"7.02","7.46","10.52134054054054",39762
681716,"half_1","middle",2298,"hsr",41,"5.51","6.21","18.40721012658228",39762
681717,"half_1","bottom",2298,"hsr",41,"5.52","6.98","8.727055555555555",39762
681718,"half_1","middle",2299,"hsr",42,"5.51","5.62","14.518636363636361",39762
681719,"half_1","bottom",2299,"hsr",44,"4.07","6.4","25.17874615384615",39762
681720,"half_1","top",2299,"hsr",45,"5.51","5.59","8.231915789473685",39762
681723,"half_1","middle",2298,"hsr",46,"5.52","6.6","18.15569189189189",39762
681724,"half_2","middle",2299,"hsr",4,"5.51","6.83","23.829296842105265",39762
681725,"half_2","bottom",2298,"hsr",1,"5.51","6.93","26.76306285714286",39762
681726,"half_2","middle",2298,"hsr",8,"5.52","6.99","14.886880000000001",39762
681727,"half_2","bottom",2298,"sprint",8,"7.01","7.18","12.534719999999998",39762
681728,"half_2","bottom",2298,"hsr",8,"5.51","7","10.726213953488372",39762
681736,"half_2","middle",2298,"hsr",25,"5.52","5.69","4.505904761904762",39762
681731,"half_2","middle",2298,"hsr",17,"5.51","6.47","20.145522891566262",39762
681732,"half_2","bottom",2299,"hsr",18,"5.52","6.95","22.433345454545456",39762
681733,"half_2","middle",2299,"hsr",18,"4.03","6.61","33.31283007518797",39762
681734,"half_2","bottom",2299,"hsr",19,"5.53","5.99","13.527172881355932",39762
681735,"half_2","middle",2299,"hsr",21,"5.52","6.17","17.584768",39762
681737,"half_2","middle",2299,"hsr",26,"4.01","6.51","15.222869841269844",39762
681739,"half_2","middle",2299,"hsr",33,"4.04","6.26","9.594926829268292",39762
681740,"half_2","bottom",2299,"hsr",36,"4.05","6.58","13.677321428571428",39762
721001,"half_1","top",2381,"hsr",23,"4.01","6.61","14.705946666666666",41568
720996,"half_1","middle",2380,"hsr",10,"4.05","6.36","11.885048",41568
720997,"half_1","top",2381,"hsr",10,"5.52","5.7","6.762193548387097",41568
720998,"half_1","bottom",2380,"hsr",20,"5.51","5.76","11.094383999999998",41568
720999,"half_1","top",2380,"hsr",19,"5.51","5.68","6.297875862068967",41568
721000,"half_1","middle",2380,"hsr",20,"5.51","5.6","9.34626976744186",41568
720995,"half_1","top",2380,"hsr",9,"4.09","7.11","19.161513513513516",41568
721002,"half_1","middle",2381,"hsr",24,"5.54","6.73","17.888055555555553",41568
721003,"half_1","middle",2380,"hsr",25,"5.51","5.62","6.03102857142857",41568
721004,"half_1","bottom",2381,"hsr",25,"4.02","6.07","8.696947368421053",41568
721005,"half_1","bottom",2380,"hsr",29,"5.51","6.38","12.638550943396222",41568
721006,"half_1","top",2380,"hsr",30,"4.09","6.54","11.881665306122448",41568
721007,"half_1","bottom",2380,"hsr",31,"5.52","5.64","6.271227586206898",41568
721024,"half_2","bottom",2381,"hsr",10,"5.53","5.72","4.7459999999999996",41568
721008,"half_1","bottom",2380,"hsr",34,"5.54","6.72","20.497233734939755",41568
721023,"half_2","middle",2380,"sprint",9,"7.04","8.22","38.412344715447155",41568
721025,"half_2","middle",2380,"hsr",11,"4.01","6.45","12.445176923076922",41568
721033,"half_2","middle",2380,"hsr",45,"4.07","6.76","13.164045283018869",41568
721034,"half_2","middle",2380,"hsr",44,"4.05","6.04","8.665399999999998",41568
721035,"half_2","bottom",2380,"hsr",44,"5.51","6.05","14.07304918032787",41568
721036,"half_2","bottom",2380,"hsr",46,"5.52","5.7","7.886277777777779",41568
720989,"half_1","bottom",2380,"hsr",3,"4.1","6.48","11.561999999999998",41568
720990,"half_1","middle",2381,"hsr",6,"5.51","6.3","11.816056000000001",41568
720991,"half_1","middle",2381,"hsr",8,"4.05","6.18","10.681826086956523",41568
720992,"half_1","middle",2381,"hsr",8,"5.55","6.99","7.040937931034485",41568
720993,"half_1","middle",2381,"sprint",9,"7.02","7.58","16.835441379310343",41568
720994,"half_1","top",2381,"hsr",9,"5.55","6.99","9.0576",41568
721022,"half_2","middle",2380,"hsr",9,"4.09","7","5.085333333333335",41568
721018,"half_2","middle",2380,"hsr",2,"5.51","7","10.150038095238095",41568
721019,"half_2","bottom",2380,"sprint",2,"7.03","7.55","15.335094339622643",41568
721020,"half_2","bottom",2380,"hsr",2,"5.54","6.99","5.831266666666667",41568
721012,"half_1","top",2380,"hsr",44,"5.51","5.69","5.847111111111111",41568
721021,"half_2","top",2381,"hsr",8,"5.51","6.53","11.340272340425534",41568
721009,"half_1","middle",2380,"hsr",40,"4.02","7.12","19.85356883116883",41568
721010,"half_1","middle",2381,"hsr",42,"5.54","7","7.587096774193547",41568
721011,"half_1","bottom",2381,"sprint",42,"7.04","7.5","13.798808333333334",41568
721013,"half_1","middle",2380,"sprint",44,"5.51","8.21","34.62958558558558",41568
721014,"half_1","bottom",2380,"hsr",44,"5.56","6.95","5.775683333333332",41568
721015,"half_1","middle",2381,"hsr",47,"5.53","5.89","7.371636363636363",41568
721016,"half_2","top",2380,"hsr",2,"5.54","5.93","6.714853333333334",41568
721017,"half_2","top",2380,"hsr",5,"4.06","5.96","6.034696296296296",41568
721026,"half_2","middle",2381,"hsr",13,"4.07","6.81","20.126435",41568
721027,"half_2","middle",2380,"hsr",16,"5.54","6.35","17.245111111111108",41568
721028,"half_2","bottom",2380,"hsr",20,"5.51","5.69","6.07847142857143",41568
721029,"half_2","top",2380,"hsr",24,"5.51","6.78","16.61387462686567",41568
721030,"half_2","top",2381,"hsr",27,"5.51","6.1","10.124936363636364",41568
721031,"half_2","top",2381,"hsr",40,"5.51","6.99","6.472266666666667",41568
721032,"half_2","top",2381,"sprint",40,"7.04","8.25","19.08552258064516",41568
706931,"half_2","bottom",2348,"hsr",18,"5.52","5.69","5.6303846153846155",40882
706901,"half_1","middle",2348,"hsr",17,"5.51","5.87","9.647497674418606",40882
706889,"half_1","bottom",2348,"hsr",3,"5.52","5.83","6.864387096774193",40882
706890,"half_1","bottom",2348,"sprint",5,"7.02","7.79","24.318175609756096",40882
706891,"half_1","middle",2349,"hsr",1,"5.51","6.85","16.800250746268656",40882
706892,"half_1","bottom",2348,"hsr",3,"4.02","6.35","11.373216666666668",40882
706893,"half_1","bottom",2348,"hsr",3,"5.52","5.9","7.144724999999999",40882
706929,"half_2","bottom",2348,"hsr",19,"4.12","6.05","6.800306666666667",40882
706894,"half_1","middle",2348,"hsr",5,"5.51","7","22.363865168539327",40882
706895,"half_1","bottom",2348,"hsr",5,"5.55","7","6.067968000000002",40882
706896,"half_1","bottom",2348,"sprint",5,"5.62","8.34","16.708740740740737",40882
706897,"half_1","bottom",2348,"hsr",10,"4.02","6.54","14.091972413793103",40882
706898,"half_1","bottom",2348,"sprint",7,"5.57","8.21","12.17268",40882
706899,"half_1","top",2349,"hsr",13,"4.03","6.99","16.517513846153847",40882
706900,"half_1","top",2348,"hsr",15,"5.51","5.75","4.986539130434782",40882
706902,"half_1","middle",2349,"sprint",17,"5.52","7.99","12.565914285714287",40882
706903,"half_1","bottom",2348,"hsr",19,"5.51","6.84","27.28297981651376",40882
706904,"half_1","bottom",2348,"hsr",23,"5.52","6.17","15.857323529411763",40882
706905,"half_1","bottom",2348,"hsr",24,"5.51","5.78","4.773872727272726",40882
706906,"half_1","bottom",2348,"hsr",24,"4.13","7.09","14.66138947368421",40882
706907,"half_1","bottom",2348,"hsr",26,"5.51","6.19","14.026266666666665",40882
706930,"half_2","middle",2348,"hsr",17,"4.03","6.21","10.02725581395349",40882
706908,"half_1","bottom",2348,"hsr",28,"4.04","6.86","35.27224525547445",40882
706909,"half_1","middle",2349,"hsr",30,"4.04","7.07","20.42020253164557",40882
706910,"half_1","bottom",2348,"hsr",35,"5.52","6.96","5.81095",40882
706911,"half_1","middle",2349,"hsr",31,"5.51","5.65","5.150083333333335",40882
706912,"half_1","middle",2349,"hsr",34,"5.51","6.92","19.125",40882
706913,"half_1","bottom",2348,"sprint",35,"5.53","7.43","11.3685",40882
706922,"half_1","middle",2348,"hsr",45,"5.55","6.99","17.849408450704225",40882
706914,"half_1","middle",2349,"hsr",35,"5.54","6.93","25.192137373737378",40882
706915,"half_1","bottom",2348,"sprint",37,"7.03","7.48","13.770608333333335",40882
706916,"half_1","middle",2348,"hsr",37,"4.1","7","5.119238095238095",40882
706917,"half_1","bottom",2348,"hsr",37,"5.56","7","5.0575238095238095",40882
706918,"half_1","middle",2349,"hsr",40,"5.51","6.84","17.550839999999997",40882
706919,"half_1","bottom",2348,"hsr",42,"5.54","6.97","5.794083333333333",40882
706920,"half_1","bottom",2348,"sprint",42,"7.02","7.58","12.398790697674418",40882
706921,"half_1","middle",2349,"hsr",41,"5.52","6.31","19.71319518072289",40882
706923,"half_1","bottom",2348,"sprint",45,"7.04","8.99","38.092257391304344",40882
706924,"half_2","bottom",2348,"sprint",5,"5.52","8.28","20.776799999999998",40882
706925,"half_2","bottom",2348,"hsr",7,"5.51","5.9","8.753251282051282",40882
706926,"half_2","bottom",2348,"hsr",8,"4.11","6.43","9.277846153846156",40882
706927,"half_2","bottom",2348,"hsr",12,"5.51","5.95","12.749",40882
706928,"half_2","top",2349,"hsr",11,"5.52","6.87","44.204482758620685",40882
706932,"half_2","bottom",2348,"sprint",20,"5.59","8.73","23.845745945945943",40882
706933,"half_2","bottom",2348,"hsr",22,"5.52","6.05","10.33511111111111",40882
706934,"half_2","top",2348,"hsr",22,"5.51","5.73","12.878068965517238",40882
706935,"half_2","bottom",2348,"hsr",24,"4.08","6.5","13.297352727272733",40882
706936,"half_2","bottom",2348,"sprint",26,"7.03","7.37","7.2503846153846165",40882
706937,"half_2","bottom",2348,"hsr",26,"5.54","6.98","5.7936999999999985",40882
706938,"half_2","bottom",2348,"hsr",28,"5.51","5.67","4.490285714285713",40882
706939,"half_2","bottom",2348,"hsr",29,"4.02","5.82","5.490431999999999",40882
706940,"half_2","bottom",2348,"hsr",31,"4.03","6.07","6.8269866666666665",40882
706941,"half_2","middle",2348,"hsr",32,"4.03","6.57","11.430314893617023",40882
702394,"half_1","bottom",2343,"hsr",3,"5.55","7","6.089855999999998",40744
702399,"half_1","top",2343,"hsr",10,"5.57","6.97","5.54782608695652",40744
702392,"half_1","middle",2342,"hsr",2,"4.12","5.95","6.256285714285716",40744
702393,"half_1","middle",2342,"hsr",2,"5.51","5.97","7.663764705882353",40744
702395,"half_1","middle",2343,"hsr",10,"5.52","6.97","6.0288",40744
702396,"half_1","top",2343,"hsr",8,"4.04","6.24","8.384833333333333",40744
702397,"half_1","top",2342,"sprint",9,"5.53","8.51","17.602357142857144",40744
702398,"half_1","middle",2343,"sprint",10,"7.02","7.65","14.55692",40744
702400,"half_1","top",2342,"hsr",12,"4.08","5.99","6.297557142857142",40744
702401,"half_1","bottom",2343,"hsr",14,"4.04","6.26","10.542791111111109",40744
702402,"half_1","middle",2343,"hsr",15,"6.44","7","33.2133504",40744
702403,"half_1","top",2343,"sprint",15,"7.01","7.21","10.556294736842105",40744
702404,"half_1","middle",2343,"hsr",15,"4.03","6.32","11.602677551020408",40744
702405,"half_1","top",2343,"hsr",19,"4.02","6.09","9.876055813953489",40744
702406,"half_1","top",2343,"sprint",16,"5.56","7.56","8.259034482758622",40744
702422,"half_1","bottom",2343,"hsr",38,"4.1","7","4.8222000000000005",40744
702407,"half_1","top",2343,"hsr",24,"5.55","7.1","20.672719999999998",40744
702408,"half_1","top",2343,"hsr",21,"4.07","6.68","13.283762962962964",40744
702409,"half_1","top",2342,"sprint",21,"5.56","7.43","7.875899999999999",40744
702410,"half_1","top",2343,"hsr",30,"5.53","6.47","10.644845454545454",40744
702411,"half_1","top",2342,"sprint",28,"5.61","7.97","12.256780487804877",40744
702412,"half_1","middle",2343,"hsr",28,"4.15","6.27","6.987453333333334",40744
702413,"half_1","top",2342,"sprint",26,"5.51","8.91","22.359976811594205",40744
702414,"half_1","top",2343,"hsr",28,"5.51","6.78","15.871275",40744
702415,"half_1","top",2343,"hsr",29,"4.04","6.26","9.124676923076924",40744
702416,"half_1","top",2343,"hsr",33,"4.02","6.19","9.530146341463416",40744
702417,"half_1","middle",2343,"sprint",34,"5.52","7.34","7.51765925925926",40744
702418,"half_1","middle",2343,"hsr",34,"5.54","6.97","5.535582608695653",40744
702419,"half_1","middle",2342,"hsr",38,"5.52","7","5.026285714285715",40744
702420,"half_1","bottom",2342,"hsr",37,"5.51","7","21.60321882352941",40744
702421,"half_1","bottom",2342,"hsr",38,"4.11","6.86","13.317494339622643",40744
702423,"half_1","middle",2343,"sprint",38,"7.05","7.5","9.981622857142856",40744
702424,"half_1","top",2343,"hsr",40,"4.02","5.94","6.252042857142856",40744
702425,"half_1","middle",2342,"hsr",43,"4.04","7","21.037827160493826",40744
702426,"half_1","bottom",2342,"hsr",43,"5.57","7","6.630192592592592",40744
702427,"half_1","bottom",2342,"hsr",41,"5.52","6.12","11.332702040816326",40744
702428,"half_1","bottom",2342,"sprint",43,"7.01","7.42","21.796578947368424",40744
702429,"half_1","bottom",2342,"hsr",44,"4.12","7.08","15.129545762711865",40744
702430,"half_1","top",2343,"hsr",46,"4.06","7.14","17.070575757575757",40744
702431,"half_1","bottom",2343,"hsr",47,"5.51","6.31","12.79380740740741",40744
687353,"half_2","top",2308,"hsr",39,"4.07","6.67","9.538974358974361",39983
687348,"half_2","top",2308,"hsr",21,"5.52","6.41","13.120625454545456",39983
687349,"half_2","top",2308,"hsr",24,"4.1","6.39","11.468391666666667",39983
687350,"half_2","middle",2308,"hsr",26,"5.52","6.15","11.376587755102038",39983
687351,"half_2","top",2308,"hsr",32,"5.53","6","9.333463414634148",39983
687352,"half_2","top",2308,"hsr",37,"4.08","6.45","14.688393442622951",39983
687354,"half_2","top",2308,"hsr",41,"5.51","6.95","5.97312",39983
687355,"half_2","top",2308,"sprint",41,"7.01","8.65","48.59922064516129",39983
687356,"half_2","bottom",2308,"hsr",46,"5.53","7.03","25.148734693877554",39983
687357,"half_2","top",2308,"hsr",46,"5.51","5.74","9.501767441860464",39983
687358,"half_2","top",2308,"sprint",49,"5.57","8.31","16.356649056603775",39983
687359,"half_2","middle",2309,"hsr",51,"4.01","6.94","14.673372413793103",39983
720506,"half_1","bottom",2380,"hsr",13,"4.08","6.24","9.089989743589745",41552
720499,"half_1","middle",2381,"sprint",1,"5.57","7.58","9.7416",41552
720500,"half_1","top",2381,"hsr",2,"4.11","6.74","14.877833333333333",41552
720501,"half_1","middle",2380,"hsr",5,"5.52","6.05","9.852613953488374",41552
720502,"half_1","middle",2381,"hsr",8,"5.51","6.15","13.27219649122807",41552
720503,"half_1","bottom",2381,"hsr",10,"4.08","6.25","20.7439908045977",41552
720504,"half_1","bottom",2381,"hsr",12,"5.52","5.89","8.758707692307693",41552
720505,"half_1","middle",2380,"hsr",12,"4.08","6.73","17.37301408450704",41552
720507,"half_1","top",2381,"hsr",29,"4.05","6.98","5.375618181818181",41552
720508,"half_1","top",2380,"sprint",29,"7.02","7.71","16.67738947368421",41552
720509,"half_1","middle",2381,"sprint",32,"5.56","9.25","43.96360000000001",41552
720510,"half_1","bottom",2381,"hsr",33,"4.03","5.92","6.232371428571428",41552
720511,"half_1","middle",2381,"sprint",35,"5.53","8.3","18.851803278688525",41552
720512,"half_1","bottom",2381,"hsr",35,"4.05","6.62","13.470545454545459",41552
720526,"half_2","bottom",2380,"hsr",14,"5.51","5.82","7.999055555555554",41552
720513,"half_1","middle",2380,"hsr",41,"4.08","6.15","17.870462337662335",41552
720514,"half_1","bottom",2381,"hsr",41,"5.52","6.36","13.30017857142857",41552
720515,"half_1","middle",2380,"hsr",42,"4.02","7.16","12.33045",41552
720516,"half_1","middle",2380,"hsr",42,"5.51","5.58","4.445333333333333",41552
720517,"half_1","top",2380,"hsr",46,"4.03","6.41","10.483009090909094",41552
720518,"half_2","middle",2381,"hsr",3,"5.53","7","12.32444081632653",41552
720519,"half_2","bottom",2381,"sprint",3,"7.01","7.1","7.916082758620689",41552
720520,"half_2","bottom",2381,"hsr",3,"5.52","7","12.457368",41552
720521,"half_2","middle",2380,"hsr",8,"4.05","7","14.689291228070173",41552
720522,"half_2","middle",2381,"sprint",8,"7.04","9.3","31.502068085106387",41552
720523,"half_2","bottom",2381,"hsr",8,"4.01","6.2","12.630488888888888",41552
720524,"half_2","middle",2380,"sprint",9,"5.56","8.64","42.652504477611934",41552
720525,"half_2","middle",2380,"hsr",10,"4.05","7.03","20.18718987341772",41552
720527,"half_2","bottom",2381,"hsr",16,"5.53","5.95","10.907133333333334",41552
720528,"half_2","middle",2381,"hsr",19,"5.51","5.61","12.947959322033899",41552
720529,"half_2","bottom",2380,"hsr",24,"5.51","6.47","27.61773913043479",41552
720530,"half_2","bottom",2380,"hsr",24,"5.51","6.71","15.073180327868855",41552
720531,"half_2","top",2380,"hsr",29,"4.01","7.32","14.435476363636365",41552
720532,"half_2","top",2380,"sprint",29,"7.02","7.32","6.056018181818181",41552
720533,"half_2","middle",2380,"hsr",30,"4.04","6.99","7.6544516129032285",41552
720534,"half_2","bottom",2381,"sprint",30,"7.02","9.11","64.87053264248705",41552
720535,"half_2","middle",2381,"hsr",33,"4.03","5.91","8.086166666666667",41552
720536,"half_2","middle",2381,"hsr",35,"4.08","7","4.814220000000001",41552
720537,"half_2","bottom",2381,"sprint",35,"7.01","7.54","10.895136842105265",41552
720538,"half_2","bottom",2381,"hsr",44,"5.55","7.13","18.918838356164386",41552
720539,"half_2","bottom",2381,"hsr",46,"5.53","6","7.006451612903227",41552
720540,"half_2","middle",2380,"hsr",48,"5.51","5.82","7.306472727272727",41552
720541,"half_2","bottom",2380,"sprint",49,"5.53","8.86","8.873875862068964",41552
1326439,"half_1","middle",3760,"hsr",1,"5.43","5.96","292.6468",65769
1326440,"half_1","middle",3760,"hsr",1,"5.46","6.41","282.0856",65769
1326441,"half_1","bottom",3760,"hsr",6,"5.45","5.59","126.28640000000001",65769
1326442,"half_1","bottom",3760,"hsr",6,"5.49","5.86","140.3064",65769
1326443,"half_1","middle",3760,"hsr",7,"5.44","5.79","185.41160000000002",65769
1326444,"half_1","bottom",3761,"hsr",9,"5.44","5.96","286.2952",65769
1326445,"half_1","top",3761,"hsr",16,"5.43","6","422.1612",65769
1326446,"half_1","top",3760,"hsr",17,"5.83","6.46","167.99280000000002",65769
1326447,"half_1","bottom",3761,"sprint",21,"6.94","7.81","364.2392",65769
1326448,"half_1","middle",3761,"hsr",21,"5.51","6.89","174.4616",65769
1326449,"half_1","middle",3760,"hsr",22,"5.34","6.16","200.66439999999997",65769
1326450,"half_1","top",3761,"hsr",28,"5.5","5.87","157.9692",65769
1326451,"half_1","bottom",3761,"hsr",31,"5.45","5.99","641.126",65769
1326452,"half_1","middle",3761,"hsr",32,"5.44","6.34","340.70160000000004",65769
1326453,"half_1","middle",3760,"hsr",40,"5.51","5.76","145.3324",65769
1326454,"half_1","top",3760,"hsr",44,"5.42","5.88","382.218",65769
1326455,"half_2","bottom",3761,"sprint",1,"6.97","8.52","554.3512",65769
1326456,"half_2","middle",3761,"hsr",1,"5.46","5.68","138.38840000000002",65769
1326457,"half_2","middle",3761,"hsr",4,"5.41","5.61","354.3732",65769
1326458,"half_2","bottom",3761,"hsr",4,"5.49","5.94","193.8",65769
1326459,"half_2","middle",3761,"hsr",7,"5.41","6.22","275.81",65769
1326460,"half_2","bottom",3761,"hsr",10,"5.41","5.73","268.5176",65769
1326461,"half_2","middle",3760,"hsr",13,"5.47","5.87","186.6616",65769
1326462,"half_2","middle",3760,"hsr",14,"5.43","5.64","316.8524",65769
1326463,"half_2","bottom",3761,"sprint",19,"6.95","7.33","192.07639999999998",65769
1326464,"half_2","middle",3761,"hsr",18,"5.42","5.53","125.5936",65769
1326465,"half_2","middle",3761,"hsr",19,"5.39","6.91","231.53160000000003",65769
1326466,"half_2","middle",3761,"sprint",21,"6.95","7.72","317.2696",65769
1326467,"half_2","bottom",3761,"hsr",21,"5.33","6.89","192.8912",65769
