position,minute_in,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,last15_received_passes,cumul_received_passes,last15_action_accuracy,cumul_action_accuracy,last15_average_angle,cumul_average_angle,last15_sprint_dist,cumul_sprint_dist,last15_sprint_ratio,last15_fatigue,scored_after
A,0,0,5,66.46,6.19,6.76,3,2,3,3,2,11,146.05,6.534,7.59,3,2,3,3,1.0,1.0,0.0,0.5,0.0,28.4953180381753,0.0,25.120105010893244,0.0,0.45195511730703836,0
D,0,1,2,39.08,7.483,9.42,0,0,0,0,4,5,142.61,7.589,9.42,0,0,0,0,0.0,0.0,0.5,0.42857142857142855,-83.6483935900085,-72.7178599302069,16.0521568627451,87.07585195792987,0.40050291573715324,0.27212589652531155,0
D,0,0,1,9.02,5.71,5.71,0,0,0,0,0,4,42.09,6.022,6.27,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093293107449524,0
M,0,0,9,86.2,5.989,6.53,0,0,0,0,2,17,220.61,6.297,7.67,0,0,0,0,5.0,8.0,1.0,0.8,1.1424169576726015,17.229537153005452,0.0,17.255130630630628,0.0,0.3889716168042958,0
A,0,1,3,53.5,6.963,8.34,0,0,0,0,3,15,253.99,6.751,8.34,0,0,0,0,2.0,3.0,0.6666666666666666,0.5,-51.23752844703853,-45.68537040435366,23.95243636363636,48.5273110864745,0.4394942452043369,0.20981214949605867,0
A,0,2,8,125.49,6.702,7.74,1,0,1,1,2,18,257.16,6.434,7.74,1,0,1,1,2.0,2.0,0.8,0.6,26.42307423708863,9.890310011585836,36.92436659580929,36.92436659580929,0.2919153023623155,0.4860938952587542,1
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D,0,0,6,73.78,6.533,8.12,0,0,0,0,1,16,195.2,6.49,8.12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04384761904762,0.0,0.3760448521916412,0
D,0,1,7,144.84,6.662,7.45,0,0,0,0,3,18,318.14,6.714,8.46,0,0,0,0,0.0,0.0,0.0,0.4444444444444444,0.0,-31.78510898593008,43.73364238410596,71.30202730474088,0.2998741249595856,0.4538447076518143,0
M,0,1,6,127.66,6.684,7.64,0,0,0,0,1,19,254.82,6.202,7.64,0,0,0,0,1.0,1.0,0.0,0.6666666666666666,0.0,-77.07721422079825,27.02937391304347,27.02937391304347,0.21008373941429717,0.49902275037135485,0
M,0,6,10,193.72,7.216,7.75,0,0,0,0,7,28,434.04,6.758,7.75,0,0,0,0,1.0,3.0,0.5,0.5,29.35729018642088,30.545003835920706,97.42738535707201,122.40653018465822,0.5003460628444536,0.44529238690695105,0
M,0,2,6,124.59,7.066,8.36,1,0,0,1,6,27,446.8,6.754,8.8,1,0,0,1,1.0,3.0,0.5,0.46153846153846156,63.905672916397826,4.116929140256815,24.796558571428573,69.5314941291364,0.19744054917930226,0.2782268870031264,0
D,0,1,7,88.52,6.606,7.32,0,0,0,0,10,28,455.32,7.058,9.64,0,0,0,0,0.0,0.0,1.0,0.3333333333333333,32.56232739567629,32.56232739567629,10.393297297297297,169.59401608493425,0.11610028258821824,0.19398667601683028,0
M,0,4,9,231.86,7.156,8.88,0,0,0,0,10,32,610.34,7.041,11.8,0,0,0,0,1.0,2.0,0.3333333333333333,0.3,-86.73081523887701,-8.926731925224852,67.4758499749586,171.19689808040295,0.2897700333889831,0.3792652206628063,0
M,0,2,9,210.61,6.803,9.28,0,0,0,0,4,22,459.91,6.83,9.82,1,0,1,1,0.0,0.0,0.8,0.38461538461538464,-31.1305462003142,-22.729615482125347,84.29440844907407,124.67334580297776,0.3983479440908939,0.4569438719055781,0
A,0,3,17,260.09,6.482,7.67,0,0,0,0,6,37,571.69,6.524,8.25,0,0,0,0,0.0,0.0,0.6666666666666666,0.5,-7.847449412588807,-7.847449412588807,32.285002345741965,77.94064249027674,0.12365468744778417,0.4541549529413818,0
D,0,0,6,67.03,6.27,7.21,0,0,0,0,2,17,195.93,6.55,8.28,0,0,0,0,0.0,0.0,1.0,1.0,-14.144802234140801,-14.144802234140801,0.0,26.927267464387466,0.0,0.3403747524501092,0
G,0,0,1,6.09,6.95,6.95,0,0,0,0,0,2,13.07,6.465,6.95,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43283582089552236,0
D,0,6,13,264.12,6.97,8.5,0,0,0,0,7,30,559.51,6.698,8.5,0,0,0,0,1.0,4.0,1.0,0.625,-49.93855234263134,-39.3659726568179,74.12957216147244,105.45208866632682,0.27960761980036375,0.47121371607999857,0
D,0,0,8,133.75,6.508,7.05,0,0,0,0,1,20,309.03,6.44,8.22,0,0,0,0,0.0,0.0,0.5714285714285714,0.6,-33.24143114640347,-30.59837055131457,0.0,28.053890109890112,0.0,0.43140986356159083,0
M,0,0,9,179.06,6.379,6.86,0,0,0,0,2,29,511.57,6.525,7.93,2,0,0,2,3.0,8.0,0.8333333333333334,0.8,31.028454763637523,39.25716257525321,0.0,39.08515041474654,0.0,0.3493376514427298,0
M,0,3,6,153.31,7.031,8.74,1,0,0,1,6,23,412.61,6.763,8.74,2,0,0,2,3.0,6.0,0.6,0.5333333333333333,51.78279068829648,45.784681924915084,69.9153468054532,99.91439461033124,0.4530837068592651,0.3706631851260849,0
A,0,0,7,96.97,6.46,7.04,1,1,1,1,2,18,243.03,6.508,7.59,4,3,4,4,1.0,2.0,1.0,0.6666666666666666,0.0,28.4953180381753,0.0,25.120105010893244,0.0,0.3973691759209933,0
D,0,3,6,170.17,7.114,8.91,0,0,0,0,7,11,312.77,7.352,9.42,0,0,0,0,1.0,1.0,1.0,0.6666666666666666,19.02507333136451,-15.37852664172477,71.61213979139504,158.6879917493249,0.4183685213027694,0.5423399305223572,0
D,0,1,6,71.32,6.527,7.38,0,0,0,0,1,10,113.4,6.344,7.38,0,0,0,0,0.0,0.0,1.0,1.0,13.344863577144718,13.344863577144718,12.471954545454546,12.471954545454546,0.172455123692679,0.6234265734265734,0
M,0,1,11,153.46,6.375,7.17,0,0,0,0,3,28,374.08,6.327,7.67,0,0,0,0,1.0,9.0,0.5,0.6875,26.07429864046009,19.64174483140217,19.11234117647059,36.36747180710122,0.12373650897624362,0.40913938359816576,0
A,0,1,7,92.83,6.579,7.41,0,0,0,0,4,22,346.82,6.698,8.34,0,0,0,0,0.0,0.0,0.5,0.5,-22.56735806226269,-37.979366290323334,9.898857142857144,58.426168229331644,0.10549778474749168,0.26689092059111036,0
A,0,2,9,184.97,6.709,7.9,0,0,0,0,4,27,442.13,6.532,7.9,1,0,1,1,1.0,3.0,0.5,0.5833333333333334,58.21410276241792,17.94427547005785,76.34961496163683,113.27398155744612,0.41054801829132026,0.417417010809469,1
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D,0,0,3,46.35,6.45,6.79,0,0,0,0,1,19,241.55,6.484,8.12,0,0,0,0,2.0,2.0,1.0,0.2,87.15818665925748,87.15818665925748,0.0,12.04384761904762,0.0,0.19109461966604824,0
D,0,1,6,108.7,7.043,8.64,0,0,0,0,4,24,426.84,6.796,8.64,0,0,0,0,1.0,3.0,1.0,0.5454545454545454,-57.30211514964044,-41.991911451414225,23.253041095890413,94.5550684006313,0.21196938100173576,0.25406694091249066,0
M,0,0,4,77.14,6.4,6.8,1,0,1,1,7,32,511.18,6.722,7.75,1,0,1,1,4.0,7.0,0.3333333333333333,0.4666666666666667,-24.4161728557912,22.69340716567615,0.0,122.40653018465822,0.0,0.15061111328048732,0
M,1,1,5,102.49,6.533,7.93,0,0,0,0,1,5,102.49,6.533,7.93,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,13.090763636363636,13.090763636363636,0.12649302962956457,0.9903372306503043,0
A,1,2,5,87.67,6.629,7.92,0,0,0,0,2,5,87.67,6.629,7.92,0,0,0,0,0.0,0.0,1.0,1.0,31.786523534393417,31.786523534393417,39.979923603603595,39.979923603603595,0.45088444348261636,0.9887222284876508,0
D,0,2,7,101.94,7.62,11.48,0,0,0,0,12,35,557.26,7.166,11.48,0,0,0,0,1.0,1.0,0.25,0.2857142857142857,0.0,32.56232739567629,38.48976779170684,208.08378387664106,0.3739048746037191,0.18260308816680398,0
M,1,1,1,23.57,6.925,7.74,0,0,0,0,1,1,23.57,6.925,7.74,0,0,0,0,0.0,0.0,0.5,0.5,-4.999569985517585,-4.999569985517585,11.982439024390244,11.982439024390244,0.4876857559784389,0.9592999592999593,0
M,0,4,7,104.88,7.369,10.34,0,0,0,0,8,29,564.79,6.99,10.34,1,0,1,1,1.0,5.0,0.25,0.35294117647058826,-64.27155231626006,-29.6532716211478,47.25606863641863,171.9294144393964,0.446317233060244,0.1853691298891815,0
A,0,0,7,97.22,6.106,6.56,0,0,0,0,6,44,668.92,6.465,8.25,0,0,0,0,1.0,2.0,0.25,0.375,-80.70851389263987,-32.13447090593916,0.0,77.94064249027674,0.0,0.14512180558872703,0
D,0,0,4,36.38,6.172,6.75,0,0,0,0,2,21,232.31,6.484,8.28,0,0,0,0,1.0,2.0,1.0,1.0,1.2082480005386067,-6.468277116801097,0.0,26.927267464387466,0.0,0.15592987870215594,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,13.07,6.465,6.95,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D,0,1,2,62.6,7.293,7.99,0,0,0,0,8,32,622.12,6.743,8.5,0,0,0,0,1.0,5.0,0.0,0.5555555555555556,0.0,-39.3659726568179,16.51968,121.97176866632682,0.2597433962264151,0.10046219026832713,0
D,0,0,5,45.11,5.906,6.19,0,0,0,0,1,25,354.14,6.337,8.22,0,0,0,0,1.0,5.0,0.0,0.6,0.0,-30.59837055131457,0.0,28.053890109890112,0.0,0.1270203300107,0
M,0,0,5,61.92,6.354,6.98,0,0,0,0,2,34,573.49,6.501,7.93,2,0,0,2,0.0,0.0,1.0,0.8461538461538461,-27.82115684292636,20.963075461204237,0.0,39.08515041474654,0.0,0.1077825549617922,0
M,0,1,7,102.62,6.536,7.94,0,0,0,0,7,30,515.23,6.714,8.74,2,0,0,2,1.0,7.0,0.75,0.5789473684210527,0.9198691099932574,32.32523808043854,34.6163829059829,134.53077751631415,0.33407047776474524,0.19878736222226528,0
A,0,2,6,126.44,7.037,7.99,0,0,0,0,4,24,369.47,6.659,7.99,4,3,4,4,0.0,0.0,0.0,0.4,0.0,28.4953180381753,48.79731862373737,73.91742363463061,0.3829042578761564,0.34129619132453365,0
D,0,0,3,49.66,6.837,6.99,0,0,0,0,7,14,362.43,7.278,9.42,0,0,0,0,1.0,2.0,0.25,0.5625,26.48692129397202,-10.726810204425128,0.0,158.6879917493249,0.0,0.1366425446440855,0
D,0,0,3,42.83,6.26,6.53,0,0,0,0,1,13,156.23,6.326,7.38,0,0,0,0,0.0,0.0,0.6666666666666666,0.8,-3.0849510278968015,5.129956274623958,0.0,12.471954545454546,0.0,0.27240348533994785,0
M,0,0,3,34.41,6.107,6.47,0,0,0,0,3,31,408.49,6.308,7.67,0,0,0,0,0.0,0.0,1.0,0.7058823529411765,-43.32418878123999,14.394583697015323,0.0,36.36747180710122,0.0,0.08403135607707148,0
A,0,2,8,135.25,7.183,8.45,0,0,0,0,6,30,482.07,6.832,8.45,0,0,0,0,1.0,4.0,0.8,0.5789473684210527,-8.663543992453487,-26.253037371175402,39.79268691796008,98.21885514729172,0.29205641774649604,0.2799801271037324,0
A,0,3,8,153.42,6.918,8.92,1,1,1,1,7,35,595.56,6.633,8.92,2,1,2,2,0.0,0.0,0.3333333333333333,0.5333333333333333,71.72160111385047,25.626750562028228,59.962735238095235,173.23671679554135,0.3883093850414146,0.2571744669438112,0
G,0,0,2,22.96,6.795,7.16,0,0,0,0,0,2,22.96,6.795,7.16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582637729549249,0
D,0,1,8,189.88,6.693,7.07,0,0,0,0,2,27,431.42,6.549,8.12,0,0,0,0,1.0,3.0,1.0,0.42857142857142855,-60.38594590203509,-11.204568381604233,5.638476190476191,17.68232380952381,0.029539376521773842,0.43911012441607694,0
D,0,0,7,98.88,6.34,6.79,0,0,0,0,4,31,525.72,6.705,8.64,0,0,0,0,1.0,4.0,0.3333333333333333,0.5,0.0,-41.991911451414225,0.0,94.5550684006313,0.0,0.18772782503037666,0
M,0,0,8,100.83,6.053,6.69,0,0,0,0,7,40,612.0,6.608,7.75,1,0,1,1,2.0,9.0,0.0,0.3888888888888889,0.0,22.69340716567615,0.0,122.40653018465822,0.0,0.16448613376835236,0
M,1,2,6,78.11,6.492,7.98,0,0,0,0,3,11,180.6,6.51,7.98,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,28.32616352201258,41.41692715837621,0.35806046671738817,0.43012114537444934,0
A,1,1,10,101.6,6.471,7.5,0,0,0,0,3,15,189.27,6.532,7.92,0,0,0,0,1.0,1.0,0.5,0.6666666666666666,44.751933847674096,38.26922869103376,14.078302040816324,54.05822564441992,0.13721541950113378,0.5339780312187943,0
M,1,0,2,44.12,6.755,7.01,0,0,0,0,0,2,44.12,6.755,7.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778368794326241,0
D,0,3,8,139.8,7.091,8.37,0,0,0,0,15,43,697.07,7.152,11.48,0,0,0,0,0.0,0.0,1.0,0.375,51.55626268816462,42.05929504192046,58.73126839693788,266.81505227357894,0.4171254857737065,0.2002664489234604,0
M,1,2,6,131.27,6.896,8.02,1,1,1,1,3,7,154.84,6.902,8.02,1,1,1,1,2.0,2.0,0.8,0.7142857142857143,5.321971970001319,2.741586481121593,35.33910103092783,47.321540055318074,0.26717397014385597,0.8423382956878851,0
M,0,2,6,113.07,6.901,7.85,0,0,0,0,10,35,677.85,6.974,10.34,1,0,1,1,0.0,0.0,0.3333333333333333,0.35,-32.446520935643456,-30.05230723750432,40.942799055996566,212.87221349539297,0.35892696638902927,0.16656109597112762,0
D,0,3,13,200.69,6.753,8.59,1,0,1,1,5,34,432.99,6.595,8.59,1,0,1,1,2.0,4.0,1.0,1.0,-56.782033339211196,-23.239529190937798,79.52686411066458,106.45413157505205,0.3943024647263849,0.4624300099080624,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,13.07,6.465,6.95,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D,0,1,8,120.15,6.424,7.21,0,0,0,0,9,40,742.26,6.684,8.5,0,0,0,0,0.0,0.0,0.5,0.5454545454545454,-49.46814315539565,-41.386406756533454,19.40148405797101,141.37325272429783,0.1601443174409493,0.16165271910233298,0
D,0,0,3,38.07,6.21,6.73,0,0,0,0,1,28,392.2,6.324,8.22,0,0,0,0,0.0,0.0,0.0,0.6,0.0,-30.59837055131457,0.0,28.053890109890112,0.0,0.09682095625635809,0
M,0,1,7,92.87,6.62,7.12,0,0,0,0,3,41,666.36,6.522,7.93,2,0,0,2,0.0,0.0,0.0,0.8461538461538461,0.0,20.963075461204237,6.799872000000001,45.885022414746544,0.07243924576542027,0.13916027331575162,0
M,1,3,5,166.93,7.4,9.29,0,0,0,0,3,5,166.93,7.4,9.29,0,0,0,0,0.0,0.0,1.0,1.0,12.928446912022162,12.928446912022162,104.15231246026335,104.15231246026335,0.6202126627777249,0.9940451378550587,0
A,1,1,3,78.91,6.715,7.66,0,0,0,0,1,3,78.91,6.715,7.66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.888112941176477,24.888112941176477,0.31145179503411935,0.9874859216618695,0
D,1,1,3,55.99,7.02,7.93,0,0,0,0,1,3,55.99,7.02,7.93,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.661984,29.661984,0.5204769959642043,0.9824530619406914,0
D,0,0,3,51.27,6.78,7.12,0,0,0,0,1,16,207.5,6.406,7.38,0,0,0,0,0.0,0.0,0.0,0.8,0.0,5.129956274623958,0.0,12.471954545454546,0.0,0.24589928057553959,0
M,0,0,2,30.57,6.75,7.24,0,0,0,0,3,33,439.06,6.332,7.67,0,0,0,0,0.0,0.0,1.0,0.7222222222222222,-11.49509342403471,12.403070072319167,0.0,36.36747180710122,0.0,0.06946779984547562,0
A,0,2,9,119.38,6.664,7.79,0,0,0,0,8,39,601.45,6.793,8.45,0,0,0,0,1.0,5.0,0.0,0.5238095238095238,0.0,-26.253037371175402,42.905491186790506,141.12434633408225,0.35641710572180185,0.1981575234459291,0
M,1,4,9,188.12,7.049,8.52,0,0,0,0,4,9,188.12,7.049,8.52,0,0,0,0,0.0,0.0,0.5,0.5,19.80954353447096,19.80954353447096,107.8172636824486,107.8172636824486,0.5700997445137933,0.9947123519458545,0
D,0,2,8,123.09,6.737,7.65,0,0,0,0,2,8,123.09,6.737,7.65,0,0,0,0,3.0,3.0,0.6,0.6,3.821349920394127,3.821349920394127,45.560401374570446,45.560401374570446,0.36715610745886407,0.9919413329035378,0
D,0,1,7,76.11,6.296,7.76,0,0,0,0,1,7,76.11,6.296,7.76,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,19.274043076923075,19.274043076923075,0.24995516893947706,0.9870315134223836,0
D,0,2,6,99.22,6.931,9.02,0,0,0,0,2,6,99.22,6.931,9.02,0,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,-24.42167449914839,-24.42167449914839,33.908592318840576,33.908592318840576,0.3383415717305984,0.9900219517062463,0
D,0,2,10,134.24,6.558,8.16,0,0,0,0,2,10,134.24,6.558,8.16,0,0,0,0,4.0,4.0,0.8,0.8,-11.769644148648403,-11.769644148648403,32.724167922077925,32.724167922077925,0.24197107307067378,0.9926057379473529,0
M,0,3,14,233.32,6.726,8.56,0,0,0,0,3,14,233.32,6.726,8.56,0,0,0,0,5.0,5.0,0.7272727272727273,0.7272727272727273,-5.236725537257403,-5.236725537257403,66.39212173519893,66.39212173519893,0.2833395430829589,0.995732331853875,0
A,0,2,14,194.13,6.758,8.92,1,0,1,1,2,14,194.13,6.758,8.92,1,0,1,1,3.0,3.0,0.625,0.625,-19.43367522073202,-19.43367522073202,31.36458666666667,31.36458666666667,0.16073687627052052,0.9948752113975299,0
M,0,5,10,177.66,6.903,7.53,0,0,0,0,5,10,177.66,6.903,7.53,0,0,0,0,4.0,4.0,0.875,0.875,-15.007695557039941,-15.007695557039941,42.13421801886411,42.13421801886411,0.23583464692076633,0.9944027762229934,0
A,0,3,10,207.12,6.926,8.73,2,1,1,2,3,10,207.12,6.926,8.73,2,1,1,2,4.0,4.0,0.6666666666666666,0.6666666666666666,-71.58411846806571,-71.58411846806571,68.45486145227322,68.45486145227322,0.32892014920369606,0.995195079761676,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A,0,2,9,176.69,6.598,8.09,0,0,0,0,2,9,176.69,6.598,8.09,0,0,0,0,3.0,3.0,0.625,0.625,48.61078338375815,48.61078338375815,20.766802434782612,20.766802434782612,0.11687096873646582,0.9943722212842591,0
M,0,3,12,210.0,6.779,8.04,0,0,0,0,3,12,210.0,6.779,8.04,0,0,0,0,1.0,1.0,0.8,0.8,-36.461917816152365,-36.461917816152365,60.78689001627781,60.78689001627781,0.2880895261434967,0.995260663507109,0
G,0,0,1,11.32,6.95,6.95,0,0,0,0,0,1,11.32,6.95,6.95,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9188311688311689,0
D,0,4,10,205.62,6.919,8.47,1,0,1,1,4,10,205.62,6.919,8.47,1,0,1,1,1.0,1.0,0.6666666666666666,0.6666666666666666,10.703875293545309,10.703875293545309,74.09124041628121,74.09124041628121,0.3585869732662918,0.9951601974639435,0
D,0,1,6,94.4,6.624,8.75,0,0,0,0,1,6,94.4,6.624,8.75,0,0,0,0,1.0,1.0,1.0,1.0,2.341232648834216,2.341232648834216,30.889389473684204,30.889389473684204,0.3237881496193313,0.989517819706499,0
M,0,4,17,322.24,6.699,7.81,0,0,0,0,4,17,322.24,6.699,7.81,0,0,0,0,1.0,1.0,0.6,0.6,25.142429810298975,25.142429810298975,55.97145782425782,55.97145782425782,0.1731575851511503,0.9969063234748174,0
M,0,2,9,167.0,6.594,8.5,0,0,0,0,2,9,167.0,6.594,8.5,0,0,0,0,2.0,2.0,0.16666666666666666,0.16666666666666666,-64.12675189401172,-64.12675189401172,32.52833501234568,32.52833501234568,0.19362104174015285,0.9940476190476191,0
A,0,5,12,246.87,7.045,8.87,0,0,0,0,5,12,246.87,7.045,8.87,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.669728040655,83.669728040655,0.33755487973798765,0.9959656271432605,1
D,0,1,3,64.89,6.888,8.07,0,0,0,0,1,3,64.89,6.888,8.07,0,0,0,0,0.0,0.0,1.0,1.0,37.99745860799404,37.99745860799404,20.882110144927537,20.882110144927537,0.31692381461416813,0.9848231901654272,0
M,0,2,10,161.25,6.522,7.99,0,0,0,0,2,10,161.25,6.522,7.99,0,0,0,0,3.0,3.0,0.75,0.75,-25.253659504156932,-25.253659504156932,30.583864852607707,30.583864852607707,0.18849839662624165,0.9938366718027735,0
M,0,2,17,285.54,6.489,8.88,0,0,0,0,2,17,285.54,6.489,8.88,0,0,0,0,3.0,3.0,1.0,1.0,72.77764663588846,72.77764663588846,80.55935474782378,80.55935474782378,0.2811452318972003,0.996510085851888,0
D,0,3,9,159.41,6.879,8.34,0,0,0,0,3,9,159.41,6.879,8.34,0,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,-17.689691685938335,-17.689691685938335,53.19959635049683,53.19959635049683,0.3316476301383756,0.9937659746898573,0
M,0,2,15,232.05,6.542,7.92,0,0,0,0,2,15,232.05,6.542,7.92,0,0,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,-19.635470469267705,-19.635470469267705,27.494947077772665,27.494947077772665,0.11797874738370591,0.9957090753057284,0
D,0,4,11,164.54,6.791,7.81,0,0,0,0,6,19,287.63,6.77,7.81,0,0,0,0,0.0,0.0,1.0,0.6666666666666666,-87.35119622940753,-18.97178661705629,47.620810283816425,93.18121165838687,0.2876695075740995,0.5700724110452828,0
D,0,0,8,96.79,6.159,7.08,0,0,0,0,1,15,172.9,6.228,7.76,0,0,0,0,0.0,0.0,0.5,0.42857142857142855,18.873408833312293,18.873408833312293,0.0,19.274043076923075,0.0,0.5565842438182864,0
D,0,3,4,69.38,7.08,7.95,0,0,0,0,5,10,168.6,7.001,9.02,0,0,0,0,1.0,1.0,0.2,0.375,-35.70182706493955,-28.93373552546485,32.54274489352455,66.45133721236513,0.4623862587883568,0.4090801886792453,0
D,0,3,8,129.56,6.896,8.58,0,0,0,0,5,18,263.81,6.72,8.58,0,0,0,0,2.0,6.0,0.875,0.8461538461538461,-16.6538828793723,-14.877796068199974,48.42253285233285,81.14670077441077,0.37088337049887293,0.4892564480193346,0
M,0,1,3,40.63,6.995,7.21,0,0,0,0,4,17,273.95,6.778,8.56,0,0,0,0,5.0,10.0,0.6,0.6666666666666666,24.586730683365413,7.544755700152375,10.848902564102566,77.2410242993015,0.26060299217157257,0.14777232224040737,0
A,0,3,10,177.07,6.975,8.59,1,1,0,1,5,24,371.2,6.855,8.92,2,1,1,2,2.0,5.0,1.0,0.6666666666666666,-9.232074374137778,-17.733408412966316,51.57821945117031,82.94280611783698,0.28965136997343915,0.47573885008060185,0
M,0,2,11,176.28,6.63,7.54,1,0,1,1,7,21,353.94,6.776,7.54,1,0,1,1,2.0,6.0,0.9090909090909091,0.8947368421052632,-8.880322873554444,-11.403358684401415,23.982504489795918,66.11672250866003,0.13528037279893906,0.4966473206739167,0
A,0,3,7,165.25,7.107,8.87,0,0,0,0,6,17,372.38,7.005,8.87,2,1,1,2,0.0,0.0,0.6666666666666666,0.6666666666666666,-56.423987041739544,-59.45601332700478,90.69126458128078,159.146126033554,0.5455113659024408,0.4425786062456479,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A,0,2,7,125.0,6.657,7.82,1,1,1,1,4,16,301.69,6.625,8.09,1,1,1,1,0.0,0.0,0.6666666666666666,0.6363636363636364,43.07513822032978,47.02917047992147,31.729521025641034,52.496323460423646,0.2518215954415955,0.4129637583005715,0
M,0,3,9,191.04,6.943,8.18,1,1,1,1,6,21,401.04,6.852,8.18,1,1,1,1,0.0,0.0,0.4,0.6,13.167960123590365,-19.918625169571456,51.127391963109346,111.91428197938716,0.2662330345923211,0.4751765993433489,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,11.32,6.95,6.95,0,0,0,0,0.0,0.0,0.5,0.6666666666666666,-83.51284534397671,-83.51284534397671,0.0,0.0,0.0,0.0,0
D,0,3,5,118.63,6.985,8.31,0,0,0,0,7,15,324.25,6.943,8.47,1,0,1,1,0.0,0.0,1.0,0.75,-37.688574133333255,-5.426941182080879,69.28688215333243,143.37812256961365,0.5791764787539282,0.3647348193697156,0
D,0,1,6,86.28,6.457,7.87,0,0,0,0,2,12,180.68,6.541,8.75,0,0,0,0,0.0,0.0,1.0,1.0,24.412941414535712,13.377087031684963,19.398892307692307,50.28828178137651,0.22226045265458647,0.4749009247027741,0
M,0,3,14,230.12,6.735,7.4,0,0,0,0,7,31,552.37,6.715,7.81,0,0,0,0,0.0,0.0,0.0,0.6,0.0,25.142429810298975,40.956478405156496,96.92793622941431,0.17720871584093326,0.4158519616170013,0
M,0,2,8,106.07,6.826,7.54,0,0,0,0,4,17,273.07,6.704,8.5,0,0,0,0,1.0,3.0,0.2857142857142857,0.23076923076923078,-22.342691222340818,-36.27071144623112,25.67319117647059,58.20152618881627,0.23977950104110013,0.38701791513117084,0
A,0,3,10,188.35,7.003,9.33,1,0,1,1,8,22,435.23,7.027,9.33,1,0,1,1,0.0,0.0,1.0,0.25,-26.6447977218708,-26.6447977218708,58.03719920358388,141.7069272442389,0.30650752153992017,0.4317676455081035,1
D,0,1,5,83.73,6.85,7.88,0,0,0,0,2,8,148.62,6.865,8.07,0,0,0,0,0.0,0.0,0.0,1.0,0.0,37.99745860799404,18.49992258064516,39.3820327255727,0.21833969763537303,0.559617698168694,0
M,0,1,11,159.4,6.33,8.14,0,0,0,0,3,21,320.65,6.426,8.14,0,0,0,0,0.0,0.0,0.75,0.75,-32.923068971295336,-28.129688054333833,30.279426262626256,60.86329111523396,0.18877447794654773,0.4955697186382715,0
M,0,3,14,226.46,6.869,7.91,0,0,0,0,5,31,512.01,6.668,8.88,0,0,0,0,1.0,4.0,0.5,0.75,0.0,72.77764663588846,56.04326380952381,136.60261855734757,0.24638733759572587,0.4414338901775794,0
D,0,1,8,154.51,6.651,7.99,0,0,0,0,4,17,313.92,6.781,8.34,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,-17.689691685938335,12.565914285714287,65.76551063621112,0.08080454173824377,0.49063254159786607,0
M,0,2,11,155.64,6.519,8.13,0,0,0,0,4,26,387.69,6.532,8.13,0,0,0,0,0.0,0.0,1.0,0.7,32.76530730985771,-9.155314913442622,31.820739860139856,59.31568693791252,0.2031456834789317,0.40042193007280863,0
